Column1;id;geometry;x;y;ulica;orientacne cislo;ulica_cislo;Typ budovy;Mestsk‡ ‹asé;M‰;Katastr‡lne œzemie;Pribliìnù po‹et bytov
5919;22707;POINT (21.2695377 48.6687158);21.2695377;48.6687158;Pri vagovni;11;Pri vagovni 11;Rodinnù dom;Koäice-Barca;Barca;Barca;1.0
5920;22708;POINT (21.2700914 48.6684783);21.2700914;48.6684783;Pri vagovni;22;Pri vagovni 22;Rodinnù dom;Koäice-Barca;Barca;Barca;1.0
5921;22711;POINT (21.2694853 48.6688959);21.2694853;48.6688959;Pri vagovni;9;Pri vagovni 9;Rodinnù dom;Koäice-Barca;Barca;Barca;1.0
5922;22720;POINT (21.2747108 48.6790985);21.2747108;48.6790985;Pri ìelezni‹nej stanici;4;Pri ìelezni‹nej stanici 4;Bytovù dom;Koäice-Barca;Barca;Barca;1.0
5923;22723;POINT (21.2749171 48.679078);21.2749171;48.679078;Pri ìelezni‹nej stanici;3;Pri ìelezni‹nej stanici 3;Bytovù dom;Koäice-Barca;Barca;Barca;1.0
5924;22724;POINT (21.2752406 48.6791163);21.2752406;48.6791163;Pri ìelezni‹nej stanici;2;Pri ìelezni‹nej stanici 2;Bytovù dom;Koäice-Barca;Barca;Barca;1.0
5925;22725;POINT (21.2752758 48.6789321);21.2752758;48.6789321;Pri ìelezni‹nej stanici;1;Pri ìelezni‹nej stanici 1;Bytovù dom;Koäice-Barca;Barca;Barca;1.0
5926;22729;POINT (21.2565831 48.6866999);21.2565831;48.6866999;Ovocn‡;8;Ovocn‡ 8;Rodinnù dom;Koäice-Barca;Barca;Barca;1.0
5927;22566;POINT (21.2616994 48.6829253);21.2616994;48.6829253;Abovsk‡;68;Abovsk‡ 68;Rodinnù dom;Koäice-Barca;Barca;Barca;1.0
5928;22564;POINT (21.2624162 48.6830076);21.2624162;48.6830076;Borod‡‹ova;44;Borod‡‹ova 44;Rodinnù dom;Koäice-Barca;Barca;Barca;1.0
5929;22379;POINT (21.258678 48.6826167);21.258678;48.6826167;Poni‹anova;11;Poni‹anova 11;Rodinnù dom;Koäice-Barca;Barca;Barca;1.0
5930;22447;POINT (21.2626111 48.6804405);21.2626111;48.6804405;Abovsk‡;63;Abovsk‡ 63;Rodinnù dom;Koäice-Barca;Barca;Barca;1.0
5931;22430;POINT (21.2604411 48.679031);21.2604411;48.679031;Mati‹n‡;35;Mati‹n‡ 35;Rodinnù dom;Koäice-Barca;Barca;Barca;1.0
5932;22431;POINT (21.2597652 48.6789048);21.2597652;48.6789048;Timravy;8;Timravy 8;Rodinnù dom;Koäice-Barca;Barca;Barca;1.0
5933;22434;POINT (21.2618419 48.6815765);21.2618419;48.6815765;Mati‹n‡;2;Mati‹n‡ 2;Rodinnù dom;Koäice-Barca;Barca;Barca;1.0
5934;22436;POINT (21.2617917 48.6812505);21.2617917;48.6812505;Mati‹n‡;4;Mati‹n‡ 4;Rodinnù dom;Koäice-Barca;Barca;Barca;1.0
5935;22437;POINT (21.2618265 48.6810758);21.2618265;48.6810758;Mati‹n‡;6;Mati‹n‡ 6;Rodinnù dom;Koäice-Barca;Barca;Barca;1.0
5936;22440;POINT (21.262394 48.6809716);21.262394;48.6809716;Abovsk‡;71;Abovsk‡ 71;Rodinnù dom;Koäice-Barca;Barca;Barca;1.0
5937;22442;POINT (21.2617249 48.6808925);21.2617249;48.6808925;Mati‹n‡;8;Mati‹n‡ 8;Rodinnù dom;Koäice-Barca;Barca;Barca;1.0
5938;22444;POINT (21.2616515 48.6806986);21.2616515;48.6806986;Mati‹n‡;10;Mati‹n‡ 10;Rodinnù dom;Koäice-Barca;Barca;Barca;1.0
5939;22445;POINT (21.2613337 48.6803351);21.2613337;48.6803351;Mati‹n‡;12;Mati‹n‡ 12;Rodinnù dom;Koäice-Barca;Barca;Barca;1.0
5940;22449;POINT (21.2610123 48.6799462);21.2610123;48.6799462;Mati‹n‡;18;Mati‹n‡ 18;Rodinnù dom;Koäice-Barca;Barca;Barca;1.0
5941;22472;POINT (21.2618515 48.6772965);21.2618515;48.6772965;‰kalovova;15;‰kalovova 15;Rodinnù dom;Koäice-Barca;Barca;Barca;1.0
5942;22451;POINT (21.2627354 48.6799786);21.2627354;48.6799786;Abovsk‡;57;Abovsk‡ 57;Rodinnù dom;Koäice-Barca;Barca;Barca;1.0
5943;22452;POINT (21.2626865 48.6798127);21.2626865;48.6798127;Abovsk‡;55;Abovsk‡ 55;Rodinnù dom;Koäice-Barca;Barca;Barca;1.0
5944;22453;POINT (21.2608644 48.6796308);21.2608644;48.6796308;Mati‹n‡;22;Mati‹n‡ 22;Rodinnù dom;Koäice-Barca;Barca;Barca;1.0
5945;22454;POINT (21.2608662 48.6794488);21.2608662;48.6794488;Mati‹n‡;24;Mati‹n‡ 24;Rodinnù dom;Koäice-Barca;Barca;Barca;1.0
5946;22456;POINT (21.2608429 48.6792815);21.2608429;48.6792815;Mati‹n‡;26;Mati‹n‡ 26;Rodinnù dom;Koäice-Barca;Barca;Barca;1.0
5947;22459;POINT (21.2608181 48.6791126);21.2608181;48.6791126;Mati‹n‡;28;Mati‹n‡ 28;Rodinnù dom;Koäice-Barca;Barca;Barca;1.0
5948;22461;POINT (21.2612139 48.6789715);21.2612139;48.6789715;Timravy;6;Timravy 6;Rodinnù dom;Koäice-Barca;Barca;Barca;1.0
5949;22463;POINT (21.2607661 48.6780479);21.2607661;48.6780479;Mati‹n‡;40;Mati‹n‡ 40;Rodinnù dom;Koäice-Barca;Barca;Barca;1.0
5950;22467;POINT (21.2607298 48.6778139);21.2607298;48.6778139;Mati‹n‡;42;Mati‹n‡ 42;Rodinnù dom;Koäice-Barca;Barca;Barca;1.0
5951;22428;POINT (21.2591252 48.6792076);21.2591252;48.6792076;Poni‹anova;70;Poni‹anova 70;Rodinnù dom;Koäice-Barca;Barca;Barca;1.0
5952;22427;POINT (21.2603903 48.6797962);21.2603903;48.6797962;Mati‹n‡;25;Mati‹n‡ 25;Rodinnù dom;Koäice-Barca;Barca;Barca;1.0
5953;22425;POINT (21.2591208 48.6799553);21.2591208;48.6799553;Poni‹anova;60;Poni‹anova 60;Rodinnù dom;Koäice-Barca;Barca;Barca;1.0
5954;22420;POINT (21.2593004 48.6800746);21.2593004;48.6800746;Poni‹anova;58;Poni‹anova 58;Rodinnù dom;Koäice-Barca;Barca;Barca;1.0
5955;22380;POINT (21.2579625 48.6826154);21.2579625;48.6826154;Kostrova;12;Kostrova 12;Rodinnù dom;Koäice-Barca;Barca;Barca;1.0
5956;22382;POINT (21.2579793 48.6827974);21.2579793;48.6827974;Kostrova;10;Kostrova 10;Rodinnù dom;Koäice-Barca;Barca;Barca;1.0
5957;22385;POINT (21.2586946 48.6833711);21.2586946;48.6833711;Poni‹anova;3;Poni‹anova 3;Rodinnù dom;Koäice-Barca;Barca;Barca;1.0
5958;22386;POINT (21.258049 48.6836294);21.258049;48.6836294;Kostrova;2;Kostrova 2;Rodinnù dom;Koäice-Barca;Barca;Barca;1.0
5959;22387;POINT (21.2587136 48.6835918);21.2587136;48.6835918;Poni‹anova;1;Poni‹anova 1;Rodinnù dom;Koäice-Barca;Barca;Barca;1.0
5960;22388;POINT (21.259076 48.6834038);21.259076;48.6834038;Poni‹anova;2A;Poni‹anova 2A;Rodinnù dom;Koäice-Barca;Barca;Barca;1.0
5961;22389;POINT (21.2590316 48.6832927);21.2590316;48.6832927;Poni‹anova;4;Poni‹anova 4;Rodinnù dom;Koäice-Barca;Barca;Barca;1.0
5962;22392;POINT (21.2602133 48.6830913);21.2602133;48.6830913;TeplŽho;3;TeplŽho 3;Rodinnù dom;Koäice-Barca;Barca;Barca;1.0
5963;22396;POINT (21.2590656 48.6816342);21.2590656;48.6816342;Poni‹anova;32;Poni‹anova 32;Rodinnù dom;Koäice-Barca;Barca;Barca;1.0
5964;22398;POINT (21.2595288 48.6813244);21.2595288;48.6813244;Poni‹anova;36;Poni‹anova 36;Rodinnù dom;Koäice-Barca;Barca;Barca;1.0
5965;22400;POINT (21.2615396 48.6813851);21.2615396;48.6813851;Mati‹n‡;5;Mati‹n‡ 5;Rodinnù dom;Koäice-Barca;Barca;Barca;1.0
5966;22402;POINT (21.2614313 48.6811271);21.2614313;48.6811271;Mati‹n‡;9;Mati‹n‡ 9;Rodinnù dom;Koäice-Barca;Barca;Barca;1.0
5967;22405;POINT (21.2590765 48.6812016);21.2590765;48.6812016;Poni‹anova;38;Poni‹anova 38;Rodinnù dom;Koäice-Barca;Barca;Barca;1.0
5968;22406;POINT (21.2590796 48.6809797);21.2590796;48.6809797;Poni‹anova;44;Poni‹anova 44;Rodinnù dom;Koäice-Barca;Barca;Barca;1.0
5969;22407;POINT (21.2613883 48.6810086);21.2613883;48.6810086;Mati‹n‡;11;Mati‹n‡ 11;Rodinnù dom;Koäice-Barca;Barca;Barca;1.0
5970;22412;POINT (21.2590852 48.6805601);21.2590852;48.6805601;Poni‹anova;52;Poni‹anova 52;Rodinnù dom;Koäice-Barca;Barca;Barca;1.0
5971;22413;POINT (21.2608127 48.6806408);21.2608127;48.6806408;Mati‹n‡;17;Mati‹n‡ 17;Rodinnù dom;Koäice-Barca;Barca;Barca;1.0
5972;22416;POINT (21.2590982 48.6804335);21.2590982;48.6804335;Poni‹anova;54;Poni‹anova 54;Rodinnù dom;Koäice-Barca;Barca;Barca;1.0
5973;22418;POINT (21.2590912 48.6801956);21.2590912;48.6801956;Poni‹anova;56;Poni‹anova 56;Rodinnù dom;Koäice-Barca;Barca;Barca;1.0
5974;22468;POINT (21.2607779 48.6774971);21.2607779;48.6774971;Mati‹n‡;48;Mati‹n‡ 48;Rodinnù dom;Koäice-Barca;Barca;Barca;1.0
5975;22476;POINT (21.2626869 48.6774182);21.2626869;48.6774182;‰kalovova;9;‰kalovova 9;Rodinnù dom;Koäice-Barca;Barca;Barca;1.0
5976;22562;POINT (21.2617642 48.6827576);21.2617642;48.6827576;Abovsk‡;64;Abovsk‡ 64;Rodinnù dom;Koäice-Barca;Barca;Barca;1.0
5977;22542;POINT (21.2625002 48.6818345);21.2625002;48.6818345;Kr‡tka;2;Kr‡tka 2;Rodinnù dom;Koäice-Barca;Barca;Barca;1.0
5978;22526;POINT (21.2630404 48.680222);21.2630404;48.680222;Abovsk‡;38;Abovsk‡ 38;Rodinnù dom;Koäice-Barca;Barca;Barca;1.0
5979;22527;POINT (21.2631123 48.6806668);21.2631123;48.6806668;Abovsk‡;40A;Abovsk‡ 40A;Rodinnù dom;Koäice-Barca;Barca;Barca;1.0
5980;22529;POINT (21.26293 48.6808265);21.26293;48.6808265;Abovsk‡;42;Abovsk‡ 42;Rodinnù dom;Koäice-Barca;Barca;Barca;1.0
5981;22530;POINT (21.263862 48.6811925);21.263862;48.6811925;Borod‡‹ova;20;Borod‡‹ova 20;Rodinnù dom;Koäice-Barca;Barca;Barca;1.0
5982;22532;POINT (21.2628556 48.6809493);21.2628556;48.6809493;Abovsk‡;44;Abovsk‡ 44;Rodinnù dom;Koäice-Barca;Barca;Barca;1.0
5983;22535;POINT (21.2626956 48.6811778);21.2626956;48.6811778;Abovsk‡;48;Abovsk‡ 48;Rodinnù dom;Koäice-Barca;Barca;Barca;1.0
5984;22537;POINT (21.2626807 48.6813547);21.2626807;48.6813547;Abovsk‡;50;Abovsk‡ 50;Rodinnù dom;Koäice-Barca;Barca;Barca;1.0
5985;22540;POINT (21.2631168 48.6818122);21.2631168;48.6818122;Borod‡‹ova;30;Borod‡‹ova 30;Rodinnù dom;Koäice-Barca;Barca;Barca;1.0
5986;22541;POINT (21.2629809 48.6820619);21.2629809;48.6820619;Kr‡tka;6;Kr‡tka 6;Rodinnù dom;Koäice-Barca;Barca;Barca;1.0
5987;22545;POINT (21.2623346 48.6816078);21.2623346;48.6816078;Abovsk‡;52;Abovsk‡ 52;Rodinnù dom;Koäice-Barca;Barca;Barca;1.0
5988;22478;POINT (21.2631091 48.6774796);21.2631091;48.6774796;‰kalovova;7;‰kalovova 7;Rodinnù dom;Koäice-Barca;Barca;Barca;1.0
5989;22546;POINT (21.2624611 48.6820106);21.2624611;48.6820106;Kr‡tka;3;Kr‡tka 3;Rodinnù dom;Koäice-Barca;Barca;Barca;1.0
5990;22548;POINT (21.2620433 48.6819754);21.2620433;48.6819754;Abovsk‡;56;Abovsk‡ 56;Rodinnù dom;Koäice-Barca;Barca;Barca;1.0
5991;22549;POINT (21.262189 48.6818703);21.262189;48.6818703;Kr‡tka;1;Kr‡tka 1;Rodinnù dom;Koäice-Barca;Barca;Barca;1.0
5992;22551;POINT (21.2628962 48.6822774);21.2628962;48.6822774;Borod‡‹ova;34;Borod‡‹ova 34;Rodinnù dom;Koäice-Barca;Barca;Barca;1.0
5993;22552;POINT (21.2626511 48.6821198);21.2626511;48.6821198;Kr‡tka;5;Kr‡tka 5;Rodinnù dom;Koäice-Barca;Barca;Barca;1.0
5994;22554;POINT (21.26263 48.6824224);21.26263;48.6824224;Borod‡‹ova;36;Borod‡‹ova 36;Rodinnù dom;Koäice-Barca;Barca;Barca;1.0
5995;22555;POINT (21.2619 48.6822987);21.2619;48.6822987;Abovsk‡;58;Abovsk‡ 58;Rodinnù dom;Koäice-Barca;Barca;Barca;1.0
5996;22557;POINT (21.2626226 48.6825773);21.2626226;48.6825773;Borod‡‹ova;38;Borod‡‹ova 38;Rodinnù dom;Koäice-Barca;Barca;Barca;1.0
5997;22558;POINT (21.2617982 48.6826086);21.2617982;48.6826086;Abovsk‡;62;Abovsk‡ 62;Rodinnù dom;Koäice-Barca;Barca;Barca;1.0
5998;22524;POINT (21.2627026 48.6831631);21.2627026;48.6831631;Borod‡‹ova;49;Borod‡‹ova 49;Rodinnù dom;Koäice-Barca;Barca;Barca;1.0
5999;22521;POINT (21.2628952 48.6828701);21.2628952;48.6828701;Borod‡‹ova;47;Borod‡‹ova 47;Rodinnù dom;Koäice-Barca;Barca;Barca;1.0
6000;22520;POINT (21.2629464 48.6827403);21.2629464;48.6827403;Borod‡‹ova;45;Borod‡‹ova 45;Rodinnù dom;Koäice-Barca;Barca;Barca;1.0
6001;22518;POINT (21.2630736 48.682669);21.2630736;48.682669;Borod‡‹ova;43;Borod‡‹ova 43;Rodinnù dom;Koäice-Barca;Barca;Barca;1.0
6002;22479;POINT (21.2635132 48.6775385);21.2635132;48.6775385;‰kalovova;5;‰kalovova 5;Rodinnù dom;Koäice-Barca;Barca;Barca;1.0
6003;22481;POINT (21.2645295 48.6778973);21.2645295;48.6778973;Abovsk‡;33;Abovsk‡ 33;Rodinnù dom;Koäice-Barca;Barca;Barca;1.0
6004;22482;POINT (21.2642689 48.6780854);21.2642689;48.6780854;Abovsk‡;35;Abovsk‡ 35;Rodinnù dom;Koäice-Barca;Barca;Barca;1.0
6005;22484;POINT (21.2656953 48.6797669);21.2656953;48.6797669;Borod‡‹ova;3;Borod‡‹ova 3;Rodinnù dom;Koäice-Barca;Barca;Barca;1.0
6006;22486;POINT (21.2660269 48.6803154);21.2660269;48.6803154;Voz‡rova;12;Voz‡rova 12;Rodinnù dom;Koäice-Barca;Barca;Barca;1.0
6007;22487;POINT (21.2652281 48.6802576);21.2652281;48.6802576;Borod‡‹ova;8;Borod‡‹ova 8;Rodinnù dom;Koäice-Barca;Barca;Barca;1.0
6008;22488;POINT (21.2661475 48.6804936);21.2661475;48.6804936;Voz‡rova;14;Voz‡rova 14;Rodinnù dom;Koäice-Barca;Barca;Barca;1.0
6009;22490;POINT (21.2651725 48.6803404);21.2651725;48.6803404;Borod‡‹ova;9;Borod‡‹ova 9;Rodinnù dom;Koäice-Barca;Barca;Barca;1.0
6010;22492;POINT (21.2650639 48.6804777);21.2650639;48.6804777;Borod‡‹ova;10;Borod‡‹ova 10;Rodinnù dom;Koäice-Barca;Barca;Barca;1.0
6011;22495;POINT (21.2659617 48.6810244);21.2659617;48.6810244;Voz‡rova;20;Voz‡rova 20;Rodinnù dom;Koäice-Barca;Barca;Barca;1.0
6012;22496;POINT (21.26487 48.6807374);21.26487;48.6807374;Borod‡‹ova;12;Borod‡‹ova 12;Rodinnù dom;Koäice-Barca;Barca;Barca;1.0
6013;22498;POINT (21.2659199 48.681273);21.2659199;48.681273;Voz‡rova;22;Voz‡rova 22;Rodinnù dom;Koäice-Barca;Barca;Barca;1.0
6014;22500;POINT (21.2646355 48.6808986);21.2646355;48.6808986;Borod‡‹ova;14;Borod‡‹ova 14;Rodinnù dom;Koäice-Barca;Barca;Barca;1.0
6015;22501;POINT (21.264487 48.6809867);21.264487;48.6809867;Borod‡‹ova;15;Borod‡‹ova 15;Rodinnù dom;Koäice-Barca;Barca;Barca;1.0
6016;22503;POINT (21.2644133 48.6810596);21.2644133;48.6810596;Borod‡‹ova;16;Borod‡‹ova 16;Rodinnù dom;Koäice-Barca;Barca;Barca;1.0
6017;22505;POINT (21.264275 48.6811525);21.264275;48.6811525;Borod‡‹ova;17;Borod‡‹ova 17;Rodinnù dom;Koäice-Barca;Barca;Barca;1.0
6018;22507;POINT (21.2643108 48.681365);21.2643108;48.681365;Borod‡‹ova;18;Borod‡‹ova 18;Rodinnù dom;Koäice-Barca;Barca;Barca;1.0
6019;22514;POINT (21.2632329 48.6822666);21.2632329;48.6822666;Borod‡‹ova;37;Borod‡‹ova 37;Rodinnù dom;Koäice-Barca;Barca;Barca;1.0
6020;22516;POINT (21.263118 48.6825049);21.263118;48.6825049;Borod‡‹ova;41;Borod‡‹ova 41;Rodinnù dom;Koäice-Barca;Barca;Barca;1.0
6021;9693;POINT (21.2360712 48.7306363);21.2360712;48.7306363;Fak¼ov‡;20;Fak¼ov‡ 20;Rodinnù dom;Koäice-Sever;Sever;SevernŽ Mesto;1.0
6022;29612;POINT (21.26832 48.7163876);21.26832;48.7163876;Kriv‡;23;Kriv‡ 23;In‡ budova;Koäice-Juh;Juh;Skladn‡;100.0
6023;9690;POINT (21.2587129 48.6829052);21.2587129;48.6829052;Poni‹anova;7;Poni‹anova 7;Rodinnù dom;Koäice-Barca;Barca;Barca;1.0
6024;2656;POINT (21.2585986 48.7278812);21.2585986;48.7278812;Masarykova;5;Masarykova 5;Rodinnù dom;Koäice-StarŽ Mesto;StarŽ Mesto;StrednŽ Mesto;1.0
6025;7372;POINT (21.2227844 48.711612);21.2227844;48.711612;PlzeËsk‡;5;PlzeËsk‡ 5;Rodinnù dom;Koäice-Z‡pad;Z‡pad;Terasa;1.0
6026;7371;POINT (21.2268121 48.7067101);21.2268121;48.7067101;Kremnick‡;28;Kremnick‡ 28;Rodinnù dom;Koäice-Z‡pad;Z‡pad;Terasa;1.0
6027;2615;POINT (21.2459782 48.7219225);21.2459782;48.7219225;Dargovsk‡;6;Dargovsk‡ 6;Rodinnù dom;Koäice-StarŽ Mesto;StarŽ Mesto;Huät‡ky;1.0
6028;7368;POINT (21.2263758 48.7074182);21.2263758;48.7074182;ëilinsk‡;35;ëilinsk‡ 35;Rodinnù dom;Koäice-Z‡pad;Z‡pad;Terasa;1.0
6029;7367;POINT (21.2254804 48.708145);21.2254804;48.708145;Brnensk‡;17;Brnensk‡ 17;Rodinnù dom;Koäice-Z‡pad;Z‡pad;Terasa;1.0
6030;2619;POINT (21.2504448 48.7115508);21.2504448;48.7115508;Kalin‹iakova;5;Kalin‹iakova 5;Rodinnù dom;Koäice-Juh;Juh;JuìnŽ Mesto;1.0
6031;2621;POINT (21.2502547 48.711877);21.2502547;48.711877;Skladn‡;52;Skladn‡ 52;Rodinnù dom;Koäice-Juh;Juh;JuìnŽ Mesto;1.0
6032;7364;POINT (21.2223254 48.7115418);21.2223254;48.7115418;PlzeËsk‡;9;PlzeËsk‡ 9;Rodinnù dom;Koäice-Z‡pad;Z‡pad;Terasa;1.0
6033;7363;POINT (21.2220752 48.7115016);21.2220752;48.7115016;PlzeËsk‡;11;PlzeËsk‡ 11;Rodinnù dom;Koäice-Z‡pad;Z‡pad;Terasa;1.0
6034;7360;POINT (21.2403195 48.7150158);21.2403195;48.7150158;Blatn‡;21;Blatn‡ 21;Rodinnù dom;Koäice-Z‡pad;Z‡pad;Terasa;1.0
6035;2624;POINT (21.2505503 48.7119265);21.2505503;48.7119265;Skladn‡;50;Skladn‡ 50;Rodinnù dom;Koäice-Juh;Juh;JuìnŽ Mesto;1.0
6036;7358;POINT (21.240474 48.7154134);21.240474;48.7154134;Robotn’cka;42;Robotn’cka 42;Rodinnù dom;Koäice-Z‡pad;Z‡pad;Terasa;1.0
6037;2625;POINT (21.2507363 48.7119383);21.2507363;48.7119383;Skladn‡;48;Skladn‡ 48;Rodinnù dom;Koäice-Juh;Juh;JuìnŽ Mesto;1.0
6038;2628;POINT (21.2508652 48.711955);21.2508652;48.711955;Skladn‡;46;Skladn‡ 46;Rodinnù dom;Koäice-Juh;Juh;JuìnŽ Mesto;1.0
6039;2629;POINT (21.2499861 48.7133245);21.2499861;48.7133245;Kuku‹’nova;36;Kuku‹’nova 36;Rodinnù dom;Koäice-Juh;Juh;Skladn‡;1.0
6040;7354;POINT (21.278683 48.744391);21.278683;48.744391;Adlerova;13;Adlerova 13;Bytovù dom;Koäice-Dargovskùch hrdinov;Dargovskùch hrdinov;Fur‹a;26.0
6041;7353;POINT (21.2787971 48.7445119);21.2787971;48.7445119;Adlerova;15;Adlerova 15;Bytovù dom;Koäice-Dargovskùch hrdinov;Dargovskùch hrdinov;Fur‹a;26.0
6042;2635;POINT (21.2592372 48.7209084);21.2592372;48.7209084;Mlynsk‡;4;Mlynsk‡ 4;Rodinnù dom;Koäice-StarŽ Mesto;StarŽ Mesto;StrednŽ Mesto;1.0
6043;2640;POINT (21.2503319 48.7110808);21.2503319;48.7110808;Kalin‹iakova;14;Kalin‹iakova 14;Rodinnù dom;Koäice-Juh;Juh;JuìnŽ Mesto;1.0
6044;7349;POINT (21.2281751 48.7082828);21.2281751;48.7082828;Jihlavsk‡;24;Jihlavsk‡ 24;Rodinnù dom;Koäice-Z‡pad;Z‡pad;Terasa;1.0
6045;7348;POINT (21.2282048 48.7082035);21.2282048;48.7082035;Jihlavsk‡;22;Jihlavsk‡ 22;Rodinnù dom;Koäice-Z‡pad;Z‡pad;Terasa;1.0
6046;2641;POINT (21.2510582 48.7119796);21.2510582;48.7119796;Skladn‡;44;Skladn‡ 44;Rodinnù dom;Koäice-Juh;Juh;JuìnŽ Mesto;1.0
6047;7345;POINT (21.2256902 48.7088148);21.2256902;48.7088148;Brnensk‡;29;Brnensk‡ 29;Rodinnù dom;Koäice-Z‡pad;Z‡pad;Terasa;1.0
6048;2645;POINT (21.2511736 48.7119919);21.2511736;48.7119919;Skladn‡;42;Skladn‡ 42;Rodinnù dom;Koäice-Juh;Juh;JuìnŽ Mesto;1.0
6049;7343;POINT (21.2430686 48.7146841);21.2430686;48.7146841;Zvon‹ekov‡;12;Zvon‹ekov‡ 12;Rodinnù dom;Koäice-Z‡pad;Z‡pad;Terasa;1.0
6050;2614;POINT (21.2542367 48.7196172);21.2542367;48.7196172;Alìbetina;45;Alìbetina 45;Rodinnù dom;Koäice-StarŽ Mesto;StarŽ Mesto;StrednŽ Mesto;1.0
6051;7374;POINT (21.2765209 48.7410443);21.2765209;48.7410443;Kursk‡;5;Kursk‡ 5;Bytovù dom;Koäice-Dargovskùch hrdinov;Dargovskùch hrdinov;Fur‹a;22.0
6052;7375;POINT (21.2427433 48.714293);21.2427433;48.714293;Stokr‡skov‡;17;Stokr‡skov‡ 17;Rodinnù dom;Koäice-Z‡pad;Z‡pad;Terasa;1.0
6053;2600;POINT (21.2516499 48.711708);21.2516499;48.711708;VajanskŽho;5;VajanskŽho 5;Rodinnù dom;Koäice-Juh;Juh;JuìnŽ Mesto;1.0
6054;7412;POINT (21.3018995 48.7278582);21.3018995;48.7278582;Sv. Ladislava;130;Sv. Ladislava 130;Rodinnù dom;Koäice-Koäick‡ Nov‡ Ves;Koäick‡ Nov‡ Ves;Koäick‡ Nov‡ Ves;1.0
6055;7409;POINT (21.3013986 48.728593);21.3013986;48.728593;Sv. Ladislava;119;Sv. Ladislava 119;Rodinnù dom;Koäice-Koäick‡ Nov‡ Ves;Koäick‡ Nov‡ Ves;Koäick‡ Nov‡ Ves;1.0
6056;2591;POINT (21.2516379 48.7113885);21.2516379;48.7113885;Dœhov‡;36;Dœhov‡ 36;Rodinnù dom;Koäice-Juh;Juh;JuìnŽ Mesto;1.0
6057;2592;POINT (21.2516946 48.711587);21.2516946;48.711587;VajanskŽho;7;VajanskŽho 7;Rodinnù dom;Koäice-Juh;Juh;JuìnŽ Mesto;1.0
6058;7407;POINT (21.3012029 48.7285455);21.3012029;48.7285455;Sv. Ladislava;118;Sv. Ladislava 118;Rodinnù dom;Koäice-Koäick‡ Nov‡ Ves;Koäick‡ Nov‡ Ves;Koäick‡ Nov‡ Ves;1.0
6059;7400;POINT (21.2771735 48.7416413);21.2771735;48.7416413;Kursk‡;2;Kursk‡ 2;Bytovù dom;Koäice-Dargovskùch hrdinov;Dargovskùch hrdinov;Fur‹a;22.0
6060;7399;POINT (21.2769758 48.7416341);21.2769758;48.7416341;Kursk‡;4;Kursk‡ 4;Bytovù dom;Koäice-Dargovskùch hrdinov;Dargovskùch hrdinov;Fur‹a;22.0
6061;7398;POINT (21.276276 48.741785);21.276276;48.741785;Kursk‡;10;Kursk‡ 10;Bytovù dom;Koäice-Dargovskùch hrdinov;Dargovskùch hrdinov;Fur‹a;12.0
6062;2598;POINT (21.2448511 48.7220346);21.2448511;48.7220346;Karpatsk‡;9;Karpatsk‡ 9;Rodinnù dom;Koäice-StarŽ Mesto;StarŽ Mesto;Huät‡ky;1.0
6063;7397;POINT (21.2761117 48.7418624);21.2761117;48.7418624;Kursk‡;12;Kursk‡ 12;Bytovù dom;Koäice-Dargovskùch hrdinov;Dargovskùch hrdinov;Fur‹a;12.0
6064;7396;POINT (21.2237157 48.7056478);21.2237157;48.7056478;Kremnick‡;40;Kremnick‡ 40;Rodinnù dom;Koäice-Z‡pad;Z‡pad;Terasa;1.0
6065;7393;POINT (21.2245115 48.7085046);21.2245115;48.7085046;ëilinsk‡;8;ëilinsk‡ 8;Rodinnù dom;Koäice-Z‡pad;Z‡pad;Terasa;1.0
6066;2611;POINT (21.2564913 48.7201098);21.2564913;48.7201098;Alìbetina;9;Alìbetina 9;Rodinnù dom;Koäice-StarŽ Mesto;StarŽ Mesto;StrednŽ Mesto;1.0
6067;7390;POINT (21.2244589 48.7094141);21.2244589;48.7094141;Bratislavsk‡;55;Bratislavsk‡ 55;Rodinnù dom;Koäice-Z‡pad;Z‡pad;Terasa;1.0
6068;2603;POINT (21.2511098 48.7114866);21.2511098;48.7114866;Dœhov‡;33;Dœhov‡ 33;Rodinnù dom;Koäice-Juh;Juh;JuìnŽ Mesto;1.0
6069;2604;POINT (21.2509257 48.7114633);21.2509257;48.7114633;Dœhov‡;35;Dœhov‡ 35;Rodinnù dom;Koäice-Juh;Juh;JuìnŽ Mesto;1.0
6070;7388;POINT (21.2281547 48.7069528);21.2281547;48.7069528;ëilinsk‡;11;ëilinsk‡ 11;Rodinnù dom;Koäice-Z‡pad;Z‡pad;Terasa;1.0
6071;7385;POINT (21.2229797 48.7113193);21.2229797;48.7113193;Trnavsk‡;8;Trnavsk‡ 8;Rodinnù dom;Koäice-Z‡pad;Z‡pad;Terasa;1.0
6072;2607;POINT (21.2507976 48.7114464);21.2507976;48.7114464;Dœhov‡;37;Dœhov‡ 37;Rodinnù dom;Koäice-Juh;Juh;JuìnŽ Mesto;1.0
6073;7384;POINT (21.2208467 48.7076034);21.2208467;48.7076034;PlzeËsk‡;103;PlzeËsk‡ 103;Rodinnù dom;Koäice-Z‡pad;Z‡pad;Terasa;1.0
